acceleration_rms,jerk_rms,trunk_flexion_deg,arm_elevation_deg,repetition_rate,symmetry_index,load_proxy,duration_s,known_strain_band,sample_id,risk_score,kmeans_cluster,strain_band,dbscan_cluster,is_anomaly,anomaly_score,review_note,pca_1,pca_2,tsne_1,tsne_2
0.4865660495705318,0.17600158937595045,22.502707174838743,44.405647163912136,1.4881366604230943,0.0879128197255073,2.6278404031672853,7.367514815312836,low_strain,M0000,1.426599588819406,0,low_strain,0,False,0.46234366503849317,Typical movement signature for cluster.,-3.0617616726324908,-0.42735617653269076,8.8110485,-19.706062
1.4330387395897817,1.5092365538787549,66.07747610454145,77.75573192455275,10.754482413936065,0.5242413037064602,4.211061305675143,11.421876960206248,medium_strain,M0001,3.696953853938751,1,high_strain,-1,True,0.4998113058846426,Flag for manual review. Extreme trunk flexion observed. High jerk event suggests abrupt movement. Asymmetric loading pattern detected.,2.8729451162926614,-0.9840886520081521,-15.677545,33.35298
1.2460035139448635,0.8429009920106407,54.478664495117705,99.45232859774688,12.303976941600972,0.41301860892767905,9.361642006015765,17.99661328243729,high_strain,M0002,3.8540408112189226,1,high_strain,-1,False,0.46215015022932854,Typical movement signature for cluster.,3.1917704423270155,1.963925520113631,-2.7519157,36.867966
0.38853087251141555,0.19862272717521223,21.695876535452975,46.28972292720891,4.794894576221225,0.10639374092149889,1.6755187843087604,9.301185575649402,low_strain,M0003,1.4869582813506048,0,low_strain,0,False,0.4056641342901724,Typical movement signature for cluster.,-2.6810224473532016,0.35995626205426984,3.9958353,-21.633663
1.8792467345266568,1.0348975930529838,61.024440506676115,84.33043614399628,8.937377193458026,0.4819447774968756,5.835393323162023,12.197283907679736,medium_strain,M0004,3.7071844437433086,1,high_strain,-1,False,0.4586707600751252,Extreme trunk flexion observed. Asymmetric loading pattern detected.,2.7332724856179014,-0.6566032287558409,-15.120693,32.32085
1.1394468733864649,0.870474394779197,72.94941311234396,79.8783643802946,13.630212380101257,0.2453704182707356,7.830229940028451,12.455708582294015,high_strain,M0005,3.8479856047284358,1,high_strain,-1,False,0.4531553147563425,Extreme trunk flexion observed.,2.2465580569044845,0.7859051468534105,-4.02814,28.645327
0.946938348791643,0.7206514045779876,36.51256425795901,48.174932206132226,6.544356586262877,0.3542545941885692,1.2243136766620781,5.733425571993038,low_strain,M0006,2.124785851010875,2,medium_strain,-1,False,0.4953432018384523,Typical movement signature for cluster.,-0.9339221762324158,-1.6973129189722398,-2.247283,-7.470436
0.9200944630347738,0.5066914844391667,41.65420190045929,54.05688870720019,7.773892306869857,0.22709572636010025,3.7062405316164404,11.717431201963954,medium_strain,M0007,2.375802939744667,2,medium_strain,1,False,0.38955337861741246,Typical movement signature for cluster.,-0.4145675651966411,0.5268395489776218,3.8855805,0.15253596
1.2827487061200913,1.0065343986030637,62.46531176029944,101.315391525619,11.283331934079268,0.3461361350364677,8.340563578187203,7.275463584917516,high_strain,M0008,3.9910745500942286,1,high_strain,-1,False,0.42560138180027796,Extreme trunk flexion observed. Sustained elevated arm posture.,2.258622843621555,-1.1805469118680516,-10.729513,27.187487
0.29127604651747174,0.18027531723985185,20.39864536034062,25.945209446399392,4.319307402729098,0.19196913191144263,2.143736028938574,9.475031136934174,low_strain,M0009,1.1570022824570971,0,low_strain,0,False,0.4272312211941427,Typical movement signature for cluster.,-2.816518227873785,0.3225833779052333,1.6980618,-22.511969
0.7871299907411792,0.4169969123125187,35.2877353927955,72.08369764948874,5.045359153615303,0.27606541861275147,5.856603403498417,9.014625110758015,medium_strain,M0010,2.489879480179137,2,medium_strain,-1,False,0.4088837741584654,Typical movement signature for cluster.,-0.5695310218511919,-0.3303690229278303,2.0867853,-6.509893
2.4574778694232333,1.6748679355320641,74.20557656880565,103.75357158544392,15.023913560906013,0.5572453441852606,6.45300501475627,12.501971777877685,high_strain,M0011,4.730685408290402,1,high_strain,-1,True,0.5645291621982831,Flag for manual review. Extreme trunk flexion observed. Sustained elevated arm posture. High jerk event suggests abrupt movement. Asymmetric loading pattern detected.,5.201790017051163,-1.0425385643939702,-17.327166,35.55933
0.3732298160700303,0.18734240585944753,15.661141181065393,21.23313852443691,6.143271704265928,0.13111109211604907,1.0291937054973421,5.968841837584916,low_strain,M0012,1.0057957664548525,0,low_strain,0,False,0.44869679753066855,Typical movement signature for cluster.,-3.3201557068431446,-0.44543033123480624,13.725192,-23.323227
0.9541002508631009,0.8295423248368502,61.31089972805864,66.97291319931196,6.520923759936272,0.12207722315612146,5.901567193515754,8.467647261724185,medium_strain,M0013,3.0522410725391165,2,medium_strain,-1,False,0.4706674938392822,Extreme trunk flexion observed.,0.04741466892095772,-0.5724737362060578,6.1265297,-4.77148
1.1453387042068424,0.8946576404450507,68.65980230787643,94.19867994423483,11.151003358514886,0.29714769977393507,5.150634110591286,10.638337854594674,high_strain,M0014,3.8140315256492476,1,high_strain,-1,False,0.4168421712084162,Extreme trunk flexion observed.,1.8202538769299483,-0.13051213706333895,-5.708279,26.474937
0.4836824120341711,0.45679299135798834,18.781647128837314,44.827395110230576,4.1012679226295266,0.09260224934331904,1.534883237767628,6.549547870928493,low_strain,M0015,1.444260667847581,0,low_strain,0,False,0.4263249854350708,Typical movement signature for cluster.,-2.802838143212048,-0.6766992504073902,9.007303,-24.271416
0.6885781313240982,0.6673884885230883,30.776582575303788,73.17887615449092,9.269901932211726,0.2406017261405146,5.438856210796849,8.863030761426524,medium_strain,M0016,2.5406336485822516,2,medium_strain,1,False,0.4026604880446562,Typical movement signature for cluster.,-0.23649319365250804,-0.0877262119965083,-2.1177032,-0.6236342
1.1799036343250284,0.6993909625218954,45.22062425680381,94.41623084810968,14.974000764102957,0.39279932908587506,8.262723347780234,12.80031319088712,high_strain,M0017,3.5840539097689357,1,high_strain,-1,False,0.4514500269465544,Typical movement signature for cluster.,2.4056102518150517,0.9380215253021427,-3.1383379,31.741636
0.4763259001636628,0.2389072769166263,24.637732260359332,39.28756438461613,7.764360785592785,0.14732937748887626,1.2755309682794997,5.2636816015086705,low_strain,M0018,1.5506475255286096,0,low_strain,0,False,0.4188329951915316,Typical movement signature for cluster.,-2.587295530595411,-0.6734973819205127,16.303234,-24.013191
1.0957865153253274,0.524867310140436,34.9345014309121,79.53733150690643,6.2859086359130245,0.1963163788626504,6.464990192033566,9.513487192851025,medium_strain,M0019,2.723555111893085,2,medium_strain,-1,False,0.42211347809133853,Typical movement signature for cluster.,-0.12796466789965572,-0.17738809991913063,4.179837,-6.637656
1.2440425623246072,0.9807634187838081,72.07481861313717,93.26818869662443,12.916665345209088,0.2159862319175182,8.402563196139765,9.63895524317996,high_strain,M0020,4.068345027985852,1,high_strain,-1,False,0.4524364963110055,Extreme trunk flexion observed.,2.278950413341999,-0.13579594794833294,-5.1211076,28.265757
0.34462171596854996,0.24658765592991883,23.495415254136077,21.73607282260436,5.055136686669951,0.12063322266665688,2.172326905638039,10.005515650609208,low_strain,M0021,1.1848574354945376,0,low_strain,0,False,0.4247990990031505,Typical movement signature for cluster.,-2.7948865951547806,0.5761146870591392,1.7194178,-23.48194
